index,Final_description,title
p02955,"we have a sequence of n integers: a_1, a_2, \cdots, a_n. you can perform the following operation between 0 and k times (inclusive): choose two integers i and j such that i \neq j, each between 1 and n (inclusive). add 1 to a_i and -1 to a_j, possibly producing a negative element. compute the maximum possible positive integer that divides every element of a after the operations. here a positive integer x divides an integer y if and only if there exists an integer z such that y = xz.","If you have a sequence of n integers: a_1, a_2, \cdots and a_n, you can perform the following operation between 0 and k times: choose two integers i and j such that i \neq j, each between 1 and n, and add 1 to i and -1 to j. The result is the maximum possible positive integer that divides every element of a after the operations."
p02957,"we have two distinct integers a and b. print the integer k such that |a - k| = |b - k|. if such an integer does not exist, print impossible instead.","If there are two distinct integers a and b, print the integer k such that |a - k| = |b - k'. If such an integer does not exist, print impossible instead. If there is no such integer, print 'impossible' instead."
p02958,"we have a sequence p = {p_1,\ p_2,\ ...,\ p_n} which is a permutation of {1,\ 2,\ ...,\ n}. you can perform the following operation at most once: choose integers i and j (1 \leq i &lt; j \leq n), and swap p_i and p_j. note that you can also choose not to perform it. print yes if you can sort p in ascending order in this way, and no otherwise.","P is a permutation of {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29."
p02959,"there are n+1 towns. the i-th town is being attacked by a_i monsters. we have n heroes. the i-th hero can defeat monsters attacking the i-th or (i+1)-th town, for a total of at most b_i monsters. what is the maximum total number of monsters the heroes can cooperate to defeat?",There are n+1 towns. The i-th town is being attacked by a_i monsters. There are n heroes. A hero can defeat at least one of the monsters attacking the (i+1)-th town. The maximum number of monsters the heroes can cooperate to defeat is b_i.
p02960,"given is a string s. each character in s is either a digit (0, ..., 9) or ?. among the integers obtained by replacing each occurrence of ? with a digit, how many have a remainder of 5 when divided by 13? an integer may begin with 0. since the answer can be enormous, print the count modulo 10^9+7.","The answer can be enormous, print the count modulo 10^9+7 for the answer to the question ""How many of the integers obtained by replacing each occurrence of ? with a digit have a remainder of 5 when divided by 13?"" in a string ""s""?"
p02963,"given is an integer s. find a combination of six integers x_1,y_1,x_2,y_2,x_3, and y_3 that satisfies all of the following conditions: 0 \leq x_1,y_1,x_2,y_2,x_3,y_3 \leq 10^9 the area of the triangle in a two-dimensional plane whose vertices are (x_1,y_1),(x_2,y_2), and (x_3,y_3) is s/2. we can prove that there always exist six integers that satisfy the conditions under the constraints of this problem.","There always exist six integers that satisfy the conditions under the constraints of the problem: 0, x, y, s, x_1,y, y_2,x_3, y-3, s/2, x/s is the area of the triangle in a two-dimensional plane."
p02969,"it is known that the area of a regular dodecagon inscribed in a circle of radius a is 3a^2. given an integer r, find the area of a regular dodecagon inscribed in a circle of radius r.","It is known that the area of a regular dodecagon inscribed in a circle of radius a is 3a^2. Given an integer r, find the area for a dodecagonal inscribed in radius r. It's 3a=3r/2."
p02970,"there are n apple trees in a row. people say that one of them will bear golden apples. we want to deploy some number of inspectors so that each of these trees will be inspected. each inspector will be deployed under one of the trees. for convenience, we will assign numbers from 1 through n to the trees. an inspector deployed under the i-th tree (1 \leq i \leq n) will inspect the trees with numbers between i-d and i+d (inclusive). find the minimum number of inspectors that we need to deploy to achieve the objective.",There are n apple trees in a row and one of them will bear golden apples. Each inspector will be deployed under one of the trees and assigned a number from 1 to n. An inspector deployed under the i-th tree will inspect the trees with numbers between i-d and i+d (inclusive).
p02971,"you are given a sequence of length n: a_1, a_2, ..., a_n. for each integer i between 1 and n (inclusive), answer the following question: find the maximum value among the n-1 elements other than a_i in the sequence.","If you are given a sequence of length n, find the maximum value among the n-1 elements other than a_i in the sequence. for each integer i between 1 and n (inclusive), and answer the following question: find the max value for each element of the sequence that is not a number."
p02972,"there are n empty boxes arranged in a row from left to right. the integer i is written on the i-th box from the left (1 \leq i \leq n). for each of these boxes, snuke can choose either to put a ball in it or to put nothing in it. we say a set of choices to put a ball or not in the boxes is good when the following condition is satisfied: for every integer i between 1 and n (inclusive), the total number of balls contained in the boxes with multiples of i written on them is congruent to a_i modulo 2. does there exist a good set of choices? if the answer is yes, find one good set of choices.","There are n empty boxes arranged in a row from left to right. For each of these boxes, snuke can choose either to put a ball in it or to put nothing in it. A good set of choices is satisfied when the total number of balls contained in the boxes with multiples of i written on them is congruent to a_i modulo 2."
p02973,"you are given a sequence with n integers: a = \{ a_1, a_2, \cdots, a_n \}. for each of these n integers, we will choose a color and paint the integer with that color. here the following condition must be satisfied: if a_i and a_j (i &lt; j) are painted with the same color, a_i &lt; a_j. find the minimum number of colors required to satisfy the condition.","If a_i and a_j are painted with the same color, then they satisfy the minimum number of colors required to satisfy the condition. For each of the n integers, we will choose a color and paint the integer with that color. For example, a = a_1, a_2,  "
p02975,"snuke has n hats. the i-th hat has an integer a_i written on it. there are n camels standing in a circle. snuke will put one of his hats on each of these camels. if there exists a way to distribute the hats to the camels such that the following condition is satisfied for every camel, print yes; otherwise, print no. the bitwise xor of the numbers written on the hats on both adjacent camels is equal to the number on the hat on itself. what is xor? the bitwise xor x_1 \oplus x_2 \oplus \ldots \oplus x_n of n non-negative integers x_1, x_2, \ldots, x_n is defined as follows: - when x_1 \oplus x_2 \oplus \ldots \oplus x_n is written in base two, the digit in the 2^k's place (k \geq 0) is 1 if the number of integers among x_1, x_2, \ldots, x_n whose binary representations have 1 in the 2^k's place is odd, and 0 if that count is even. for example, 3 \oplus 5 = 6.",Snuke has n hats. The i-th hat has an integer a_i written on it. There are n camels standing in a circle. Snuke will put one of his hats on each of these camels. The bitwise xor of the numbers written on the hats on adjacent camels is equal to the number on the hat on itself.
p02981,"n of us are going on a trip, by train or taxi. the train will cost each of us a yen (the currency of japan). the taxi will cost us a total of b yen. how much is our minimum total travel expense?",Two people are going on a trip by train or taxi. The train will cost each of them a yen. The taxi will cost them a total of b yen. This is the minimum total travel expense.    i   in Japanese currency.  in yen.
p02982,"there are n points in a d-dimensional space. the coordinates of the i-th point are (x_{i1}, x_{i2}, ..., x_{id}). the distance between two points with coordinates (y_1, y_2, ..., y_d) and (z_1, z_2, ..., z_d) is \sqrt{(y_1 - z_1)^2 + (y_2 - z_2)^2 + ... + (y_d - z_d)^2}. how many pairs (i, j) (i &lt; j) are there such that the distance between the i-th point and the j-th point is an integer?","There are n points in a d-dimensional space. The distance between the i-th point and the j-th one is an integer, so how many pairs are there such that the distance between i and j points is also an integer? The answer is ""n""."
p02983,you are given two non-negative integers l and r. we will choose two integers i and j such that l \leq i &lt; j \leq r. find the minimum possible value of (i \times j) \mbox{ mod } 2019.,"If you are given two non-negative integers l and r, choose two integers i and j such that l and j are such that i and J are equal to the minimum possible value of (i and J).    2019.   . "
p02984,"there are n mountains in a circle, called mountain 1, mountain 2, ..., mountain n in clockwise order. n is an odd number. between these mountains, there are n dams, called dam 1, dam 2, ..., dam n. dam i (1 \leq i \leq n) is located between mountain i and i+1 (mountain n+1 is mountain 1). when mountain i (1 \leq i \leq n) receives 2x liters of rain, dam i-1 and dam i each accumulates x liters of water (dam 0 is dam n). one day, each of the mountains received a non-negative even number of liters of rain. as a result, dam i (1 \leq i \leq n) accumulated a total of a_i liters of water. find the amount of rain each of the mountains received. we can prove that the solution is unique under the constraints of this problem.","There are n mountains in a circle, called mountain 1, mountain 2, ..., mountain n in clockwise order. Between these mountains there are n dams, called dam 1, dam 2, and dam n. One day each of the mountains received a non-negative even number of liters of rain. As a result, the dams accumulated a total of a_i liters."
p02985,"you are given a tree with n vertices and n-1 edges. the vertices are numbered 1 to n, and the i-th edge connects vertex a_i and b_i. you have coloring materials of k colors. for each vertex in the tree, you will choose one of the k colors to paint it, so that the following condition is satisfied: if the distance between two different vertices x and y is less than or equal to two, x and y have different colors. how many ways are there to paint the tree? find the count modulo 1\ 000\ 000\ 007. what is tree? a tree is a kind of graph. for detail, please see: wikipedia ""tree (graph theory)""","If you are given a tree with n vertices and n-1 edges, and you have coloring materials of k colors for each of the k vertices in the tree, you will choose one of them to paint the tree. The distance between two different vertices x and y has to be less than or equal to two to have different colors."
p02987,you are given a 4-character string s consisting of uppercase english letters. determine if s consists of exactly two kinds of characters which both appear twice in s.,"If s consists of exactly two kinds of characters which both appear twice in s, then it's a 4-character string. If it doesn't, it's not a string of uppercase English letters. It's a word of the form ""s""."
p02988,"we have a permutation p = {p_1,\ p_2,\ ...,\ p_n} of {1,\ 2,\ ...,\ n}. print the number of elements p_i (1 &lt; i &lt; n) that satisfy the following condition: p_i is the second smallest number among the three numbers p_{i - 1}, p_i, and p_{i + 1}.","There is a permutation p = 1, 2, 3, ..., p_n of elements p_i that satisfy the following condition: p_I is the second smallest number among the three numbers p: i - 1, p: 2, and p: 1 + 1."
p02989,"takahashi made n problems for competitive programming. the problems are numbered 1 to n, and the difficulty of problem i is represented as an integer d_i (the higher, the harder). he is dividing the problems into two categories by choosing an integer k, as follows: a problem with difficulty k or higher will be for arcs. a problem with difficulty lower than k will be for abcs. how many choices of the integer k make the number of problems for arcs and the number of problems for abcs the same?","Takahashi made n problems for competitive programming. The difficulty of problem i is represented as an integer d_i (the higher, the harder). Takahashi divided the problems into two categories by choosing an integer k. A problem with difficulty k or higher will be for arcs, and one with difficulty lower than k is for abcs."
p02990,"there are k blue balls and n-k red balls. the balls of the same color cannot be distinguished. snuke and takahashi are playing with these balls. first, snuke will arrange the n balls in a row from left to right. then, takahashi will collect only the k blue balls. in one move, he can collect any number of consecutive blue balls. he will collect all the blue balls in the fewest moves possible. how many ways are there for snuke to arrange the n balls in a row so that takahashi will need exactly i moves to collect all the blue balls? compute this number modulo 10^9+7 for each i such that 1 \leq i \leq k.",Snuke and Takahashi are playing with balls of the same color. Snuke will arrange the n balls in a row from left to right. Takahashi will collect only the k blue balls in one move. There are 10^9+7 moves for each i such that 1 \leq i 
p02991,"ken loves ken-ken-pa (japanese version of hopscotch). today, he will play it on a directed graph g. g consists of n vertices numbered 1 to n, and m edges. the i-th edge points from vertex u_i to vertex v_i. first, ken stands on vertex s. he wants to reach vertex t by repeating ken-ken-pa. in one ken-ken-pa, he does the following exactly three times: follow an edge pointing from the vertex on which he is standing. determine if he can reach vertex t by repeating ken-ken-pa. if the answer is yes, find the minimum number of ken-ken-pa needed to reach vertex t. note that visiting vertex t in the middle of a ken-ken-pa does not count as reaching vertex t by repeating ken-ken-pa.","Ken loves playing ken-ken-pa (japanese version of hopscotch) today. He will play it on a directed graph g, which consists of n vertices numbered 1 to n, and m edges. First, he stands on a vertice, then follows an edge pointing from the vertices on which he is standing. If he can reach a certain point, he repeats the pattern three times to reach the desired point."
p02992,"find the number of sequences of length k consisting of positive integers such that the product of any two adjacent elements is at most n, modulo 10^9+7.","Find the number of sequences of length k consisting of positive integers such that the product of any two adjacent elements is at most n, modulo 10^9+7, and then find the sequence of sequences with n such that n is greater than n. "
p02993,"the door of snuke's laboratory is locked with a security code. the security code is a 4-digit number. we say the security code is hard to enter when it contains two consecutive digits that are the same. you are given the current security code s. if s is hard to enter, print bad; otherwise, print good.","The door of Snuke's laboratory is locked with a 4-digit security code. If the security code is hard to enter, print bad; otherwise, print good. The current security code s is the current one given by the lab's owner.  "
p02994,"you have n apples, called apple 1, apple 2, apple 3, ..., apple n. the flavor of apple i is l+i-1, which can be negative. you can make an apple pie using one or more of the apples. the flavor of the apple pie will be the sum of the flavors of the apples used. you planned to make an apple pie using all of the apples, but being hungry tempts you to eat one of them, which can no longer be used to make the apple pie. you want to make an apple pie that is as similar as possible to the one that you planned to make. thus, you will choose the apple to eat so that the flavor of the apple pie made of the remaining n-1 apples will have the smallest possible absolute difference from the flavor of the apple pie made of all the n apples. find the flavor of the apple pie made of the remaining n-1 apples when you choose the apple to eat as above. we can prove that this value is uniquely determined.","The flavor of an apple pie is the sum of the flavors of the apples used. When eating an apple, the flavor of the pie made of the remaining n-1 apples will have the smallest possible absolute difference from the one made of all the n apples."
p02995,"you are given four integers a, b, c, and d. find the number of integers between a and b (inclusive) that can be evenly divided by neither c nor d.","If you are given four integers a, b, c, and d, find the number of integers between a and b that can be evenly divided by neither c nor d. Find the number that can't be divided by either c or d, then divide by a."
p02996,"kizahashi, who was appointed as the administrator of abc at national problem workshop in the kingdom of atcoder, got too excited and took on too many jobs. let the current time be time 0. kizahashi has n jobs numbered 1 to n. it takes a_i units of time for kizahashi to complete job i. the deadline for job i is time b_i, and he must complete the job before or at this time. kizahashi cannot work on two or more jobs simultaneously, but when he completes a job, he can start working on another immediately. can kizahashi complete all the jobs in time? if he can, print yes; if he cannot, print no.","Kizahashi was appointed as the administrator of abc at national problem workshop in the kingdom of atcoder. He got too excited and took on too many jobs. He has n jobs numbered 1 to n. It takes a unit of time for each job to be completed. If he can complete all the jobs in time, he can print yes."
p02997,"does there exist an undirected graph with n vertices satisfying the following conditions? the graph is simple and connected. the vertices are numbered 1, 2, ..., n. let m be the number of edges in the graph. the edges are numbered 1, 2, ..., m, the length of each edge is 1, and edge i connects vertex u_i and vertex v_i. there are exactly k pairs of vertices (i,\ j)\ (i &lt; j) such that the shortest distance between them is 2. if there exists such a graph, construct an example.","If there exists an undirected graph with n vertices satisfying the following conditions, construct an example. The graph is simple and connected, the vertices are numbered 1, 2, ..., n, the length of each edge is 1, and there are exactly k pairs of vertices such that the shortest distance between them is 2."
p02999,"x and a are integers between 0 and 9 (inclusive). if x is less than a, print 0; if x is not less than a, print 10."," x and a are integers between 0 and 9 (inclusive). If x is less than a, print 0; if x is not less than 10, print 10; if a is greater than 0, print 1; if the difference is not more than 0 then print 10."
p03000,"a ball will bounce along a number line, making n + 1 bounces. it will make the first bounce at coordinate d_1 = 0, and the i-th bounce (2 \leq i \leq n+1) at coordinate d_i = d_{i-1} + l_{i-1}. how many times will the ball make a bounce where the coordinate is at most x?","A ball will bounce along a number line, making n + 1 bounces. It will make the first bounce at coordinate d_1 = 0, and the i-th bounce (2 - l - i) at d_i = d-1 + l-i."
p03001,"there is a rectangle in a coordinate plane. the coordinates of the four vertices are (0,0), (w,0), (w,h), and (0,h). you are given a point (x,y) which is within the rectangle or on its border. we will draw a straight line passing through (x,y) to cut the rectangle into two parts. find the maximum possible area of the part whose area is not larger than that of the other. additionally, determine if there are multiple ways to cut the rectangle and achieve that maximum.","There is a rectangle in a coordinate plane. The coordinates of the four vertices are (0,0, (w,0), (w and h), and (0 and h). You are given a point (x,y) which is within the rectangle or on its border. We will draw a straight line passing through (x and y) to cut the rectangle into two parts."
p03005,"takahashi is distributing n balls to k persons. if each person has to receive at least one ball, what is the maximum possible difference in the number of balls received between the person with the most balls and the person with the fewest balls?","Takahashi is distributing balls to k people. If each person has to receive at least one ball, what is the maximum possible difference in the number of balls received between the person with the most balls and the one with the fewest balls?  "
p03006,"there are n balls in a two-dimensional plane. the i-th ball is at coordinates (x_i, y_i). we will collect all of these balls, by choosing two integers p and q such that p \neq 0 or q \neq 0 and then repeating the following operation: choose a ball remaining in the plane and collect it. let (a, b) be the coordinates of this ball. if we collected a ball at coordinates (a - p, b - q) in the previous operation, the cost of this operation is 0. otherwise, including when this is the first time to do this operation, the cost of this operation is 1. find the minimum total cost required to collect all the balls when we optimally choose p and q.","There are n balls in a two-dimensional plane. The i-th ball is at coordinates (x_i, y_i). We will collect all of these balls by choosing two integers p and q and repeating the following operation: choose a ball remaining in the plane and collect it."
p03007,"there are n integers, a_1, a_2, ..., a_n, written on a blackboard. we will repeat the following operation n-1 times so that we have only one integer on the blackboard. choose two integers x and y on the blackboard and erase these two integers. then, write a new integer x-y. find the maximum possible value of the final integer on the blackboard and a sequence of operations that maximizes the final integer.","There are n integers on a blackboard. We repeat the following operation n-1 times so that we have only one integer on the blackboard: erase two integers x and y, write a new integer x-y, find the maximum possible value of the final integer, and then perform a sequence of operations that maximizes that final integer."
p03011,"there are three airports a, b and c, and flights between each pair of airports in both directions. a one-way flight between airports a and b takes p hours, a one-way flight between airports b and c takes q hours, and a one-way flight between airports c and a takes r hours. consider a route where we start at one of the airports, fly to another airport and then fly to the other airport. what is the minimum possible sum of the flight times?","There are three airports a, b and c, and flights between each pair of airports in both directions take up to two hours each way. A route where we start at one of the airports, fly to another airport, and then fly to the other airport is the minimum possible sum of the flight times."
p03012,"we have n weights indexed 1 to n. the mass of the weight indexed i is w_i. we will divide these weights into two groups: the weights with indices not greater than t, and those with indices greater than t, for some integer 1 \leq t &lt; n. let s_1 be the sum of the masses of the weights in the former group, and s_2 be the sum of the masses of the weights in the latter group. consider all possible such divisions and find the minimum possible absolute difference of s_1 and s_2.","There are n weights indexed 1 to n. The mass of the weight indexed i is w_i. They are divided into two groups: the weights with indices not greater than t, and those with indices greater than T. For some integer 1, s_1 is the sum of the masses of the weights in the former group, and s_2 is the difference between the masses in the latter group."
p03013,"there is a staircase with n steps. takahashi is now standing at the foot of the stairs, that is, on the 0-th step. he can climb up one or two steps at a time. however, the treads of the a_1-th, a_2-th, a_3-th, \ldots, a_m-th steps are broken, so it is dangerous to set foot on those steps. how many are there to climb up to the top step, that is, the n-th step, without setting foot on the broken steps? find the count modulo 1\ 000\ 000\ 007.","Takahashi is standing at the foot of the stairs. He can climb up one or two steps at a time. The treads of the a_1-th, a_2-th and a_3-th steps are broken, so it is dangerous to set foot on those steps."
p03014,"there is a grid with h horizontal rows and w vertical columns, and there are obstacles on some of the squares. snuke is going to choose one of the squares not occupied by an obstacle and place a lamp on it. the lamp placed on the square will emit straight beams of light in four cardinal directions: up, down, left, and right. in each direction, the beam will continue traveling until it hits a square occupied by an obstacle or it hits the border of the grid. it will light all the squares on the way, including the square on which the lamp is placed, but not the square occupied by an obstacle. snuke wants to maximize the number of squares lighted by the lamp. you are given h strings s_i (1 \leq i \leq h), each of length w. if the j-th character (1 \leq j \leq w) of s_i is #, there is an obstacle on the square at the i-th row from the top and the j-th column from the left; if that character is ., there is no obstacle on that square. find the maximum possible number of squares lighted by the lamp.","Snuke wants to maximize the number of squares lighted by the lamp placed on a grid with h horizontal rows and w vertical columns. If the j-th character of s_i is #, there is an obstacle on the square at the i-th row from the top, and if that character is ., there's no obstacle on that square."
p03015,"you are given a positive integer l in base two. how many pairs of non-negative integers (a, b) satisfy the following conditions? a + b \leq l a + b = a \mbox{ xor } b since there can be extremely many such pairs, print the count modulo 10^9 + 7. what is xor? the xor of integers a and b, a \mbox{ xor } b, is defined as follows: when a \mbox{ xor } b is written in base two, the digit in the 2^k's place (k \geq 0) is 1 if either a or b, but not both, has 1 in the 2^k's place, and 0 otherwise. for example, 3 \mbox{ xor } 5 = 6. (in base two: 011 \mbox{ xor } 101 = 110.)","There are many pairs of non-negative integers (a, b) that satisfy the following conditions: a + b = a \mbox{ xor } b. xor is defined as the xor of integers a and b, where a is written in base two and the digit in the 2^k's place is 1 if either a or b, but not both, have 1 in 2/2, and 0 otherwise."
p03017,"there are n squares arranged in a row, numbered 1, 2, ..., n from left to right. you are given a string s of length n consisting of . and #. if the i-th character of s is #, square i contains a rock; if the i-th character of s is ., square i is empty. in the beginning, snuke stands on square a, and fnuke stands on square b. you can repeat the following operation any number of times: choose snuke or fnuke, and make him jump one or two squares to the right. the destination must be one of the squares, and it must not contain a rock or the other person. you want to repeat this operation so that snuke will stand on square c and fnuke will stand on square d. determine whether this is possible.","There are n squares arranged in a row, numbered 1, 2, ..., n from left to right. If the i-th character of s is ., square i is empty. In the beginning, snuke stands on square a and fnuke on square b. If you want to repeat the operation so that snuke will stand on square c andfnuke will be on square d, determine whether it's possible."
p03018,"you are given a string s consisting of a, b and c. snuke wants to perform the following operation on s as many times as possible: choose a contiguous substring of s that reads abc and replace it with bca. find the maximum possible number of operations.",Snuke wants to perform the following operation on s as many times as possible: choose a contiguous substring of s that reads abc and replace it with bca. Find the maximum possible number of operations on s to perform this operation on the string s.
p03023,"given an integer n not less than 3, find the sum of the interior angles of a regular polygon with n sides. print the answer in degrees, but do not print units.","Find the sum of the interior angles of a regular polygon with n sides. print the answer in degrees, but do not print units. given an integer n not less than 3, find the sum in degrees. print in degrees in the form of a number."
p03024,"takahashi is competing in a sumo tournament. the tournament lasts for 15 days, during which he performs in one match per day. if he wins 8 or more matches, he can also participate in the next tournament. the matches for the first k days have finished. you are given the results of takahashi's matches as a string s consisting of o and x. if the i-th character in s is o, it means that takahashi won the match on the i-th day; if that character is x, it means that takahashi lost the match on the i-th day. print yes if there is a possibility that takahashi can participate in the next tournament, and print no if there is no such possibility.","Takahashi is competing in a sumo tournament for 15 days. If he wins 8 or more matches, he can participate in the next tournament. The results of his matches are printed as a string o, s, and x. If the i-th character in s is o, it means that Takahashi won the match on the ith day. If it's x, he lost the match."
p03025,"takahashi and aoki will play a game. they will repeatedly play it until one of them have n wins in total. when they play the game once, takahashi wins with probability a %, aoki wins with probability b %, and the game ends in a draw (that is, nobody wins) with probability c %. find the expected number of games that will be played, and print it as follows. we can represent the expected value as p/q with coprime integers p and q. print the integer r between 0 and 10^9+6 (inclusive) such that r \times q \equiv p\pmod {10^9+7}. (such an integer r always uniquely exists under the constraints of this problem.)","Takahashi and aoki will play a game. They will play it until one of them has n wins in total. Takahashi wins with probability a %, aoki with probability b % and the game ends in a draw with probability c%. The expected number of games is p/q."
p03026,"you are given a tree with n vertices 1,2,\ldots,n, and positive integers c_1,c_2,\ldots,c_n. the i-th edge in the tree (1 \leq i \leq n-1) connects vertex a_i and vertex b_i. we will write a positive integer on each vertex in t and calculate our score as follows: on each edge, write the smaller of the integers written on the two endpoints. let our score be the sum of the integers written on all the edges. find the maximum possible score when we write each of c_1,c_2,\ldots,c_n on one vertex in t, and show one way to achieve it. if an integer occurs multiple times in c_1,c_2,\ldots,c_n, we must use it that number of times.","The score is the sum of the integers written on all the edges of a tree with n vertices 1,2,\ldots,n, and positive integers c_1,c_2,  c_n on one edge. If an integer occurs multiple times in the same place, we must use it that number of times."
p03029,"we have a apples and p pieces of apple. we can cut an apple into three pieces of apple, and make one apple pie by simmering two pieces of apple in a pan. find the maximum number of apple pies we can make with what we have now.","If we have apples and p pieces of apple, we can cut an apple into three pieces, make one apple pie by simmering two pieces of apples in a pan, and make two apple pies with the same amount of pieces of fruit. If we don't have enough apples, we cannot make any more than three apple pies."
p03030,"you have decided to write a book introducing good restaurants. there are n restaurants that you want to introduce: restaurant 1, restaurant 2, ..., restaurant n. restaurant i is in city s_i, and your assessment score of that restaurant on a 100-point scale is p_i. no two restaurants have the same score. you want to introduce the restaurants in the following order: the restaurants are arranged in lexicographical order of the names of their cities. if there are multiple restaurants in the same city, they are arranged in descending order of score. print the identification numbers of the restaurants in the order they are introduced in the book.","If you want to write a book introducing good restaurants, you need to arrange the restaurants in the following order: restaurant 1, restaurant 2, restaurant n, restaurant i is in city s_i, and your assessment score of that restaurant on a 100-point scale is p_i."
p03031,"we have n switches with ""on"" and ""off"" state, and m bulbs. the switches are numbered 1 to n, and the bulbs are numbered 1 to m. bulb i is connected to k_i switches: switch s_{i1}, s_{i2}, ..., and s_{ik_i}. it is lighted when the number of switches that are ""on"" among these switches is congruent to p_i modulo 2. how many combinations of ""on"" and ""off"" states of the switches light all the bulbs?","There are n switches with ""on"" and ""off"" state, and m bulbs numbered 1 to m. bulb i is connected to k_i switches. It is lighted when the number of switches that are on is congruent to p_i modulo 2."
p03032,"your friend gave you a dequeue d as a birthday present. d is a horizontal cylinder that contains a row of n jewels. the values of the jewels are v_1, v_2, ..., v_n from left to right. there may be jewels with negative values. in the beginning, you have no jewel in your hands. you can perform at most k operations on d, chosen from the following, at most k times (possibly zero): operation a: take out the leftmost jewel contained in d and have it in your hand. you cannot do this operation when d is empty. operation b: take out the rightmost jewel contained in d and have it in your hand. you cannot do this operation when d is empty. operation c: choose a jewel in your hands and insert it to the left end of d. you cannot do this operation when you have no jewel in your hand. operation d: choose a jewel in your hands and insert it to the right end of d. you cannot do this operation when you have no jewel in your hand. find the maximum possible sum of the values of jewels in your hands after the operations.","D is a horizontal cylinder that contains a row of n jewels. You can perform at most k operations on d, chosen from the following, at the most k times (possibly zero): a. Take out the leftmost jewel contained in d and have it in your hand. b. Insert a jewel to the right end of d. c. Find the maximum possible sum of the values of jewels in your hands after the operations."
p03033,"there is an infinitely long street that runs west to east, which we consider as a number line. there are n roadworks scheduled on this street. the i-th roadwork blocks the point at coordinate x_i from time s_i - 0.5 to time t_i - 0.5. q people are standing at coordinate 0. the i-th person will start the coordinate 0 at time d_i, continue to walk with speed 1 in the positive direction and stop walking when reaching a blocked point. find the distance each of the q people will walk.",There are n roadworks scheduled on an infinitely long street that runs west to east. The i-th roadwork blocks the point at coordinate x_i from time s_i - 0.5 to time t-0.5. q people are standing at coordinate 0. i. Find the distance each person will walk.
p03035,"takahashi, who is a years old, is riding a ferris wheel. it costs b yen (b is an even number) to ride the ferris wheel if you are 13 years old or older, but children between 6 and 12 years old (inclusive) can ride it for half the cost, and children who are 5 years old or younger are free of charge. (yen is the currency of japan.) find the cost of the ferris wheel for takahashi.",It costs b yen to ride the ferris wheel if you are 13 years old or older. Children between 6 and 12 years old can ride it for half the cost. Children who are 5 years and younger are free of charge. Takahashi is riding the Ferris wheel.
p03036,"the development of algae in a pond is as follows. let the total weight of the algae at the beginning of the year i be x_i gram. for i≥2000, the following formula holds: x_{i+1} = rx_i - d you are given r, d and x_{2000}. calculate x_{2001}, ..., x_{2010} and print them in order.","The development of algae in a pond is as follows. The total weight of the algae at the beginning of the year i should be x_i gram for i≥2000. The formula holds: x  = rx_i - d and you are given r, d and x."
p03037,"we have n id cards, and there are m gates. we can pass the i-th gate if we have one of the following id cards: the l_i-th, (l_i+1)-th, ..., and r_i-th id cards. how many of the id cards allow us to pass all the gates alone?","If we have n id cards and there are m gates, we can pass the i-th gate if we have one of the following id cards: the l_i-th, (l_i+1)-th, ..., and r-th id cards."
p03038,"you have n cards. on the i-th card, an integer a_i is written. for each j = 1, 2, ..., m in this order, you will perform the following operation once: operation: choose at most b_j cards (possibly zero). replace the integer written on each chosen card with c_j. find the maximum possible sum of the integers written on the n cards after the m operations.","If you have n cards and an integer a_i is written for each j = 1, 2, ..., m in this order, you will perform the following operation once: choose at most b_j cards and replace the integer written on each chosen card with c_j. Find the maximum possible sum of the integers written on the n cards after the m operations."
p03040,"there is a function f(x), which is initially a constant function f(x) = 0. we will ask you to process q queries in order. there are two kinds of queries, update queries and evaluation queries, as follows: an update query 1 a b: given two integers a and b, let g(x) = f(x) + |x - a| + b and replace f(x) with g(x). an evaluation query 2: print x that minimizes f(x), and the minimum value of f(x). if there are multiple such values of x, choose the minimum such value. we can show that the values to be output in an evaluation query are always integers, so we ask you to print those values as integers without decimal points.","There are two kinds of queries, update queries and evaluation queries. The values to be output in an evaluation query are always integers without decimal points, so we ask you to print those values as integers. There is a function f(x), which is initially a constant function."
p03041,"you are given a string s of length n consisting of a, b and c, and an integer k which is between 1 and n (inclusive). print the string s after lowercasing the k-th character in it.","After lowercasing the k-th character in a string s, print the string s after the lowercase ""s"" character. The string s consists of a, b, c, a, and an integer k which is between 1 and n (inclusive)."
p03042,"you have a digit sequence s of length 4. you are wondering which of the following formats s is in: yymm format: the last two digits of the year and the two-digit representation of the month (example: 01 for january), concatenated in this order mmyy format: the two-digit representation of the month and the last two digits of the year, concatenated in this order if s is valid in only yymm format, print yymm; if s is valid in only mmyy format, print mmyy; if s is valid in both formats, print ambiguous; if s is valid in neither format, print na.","If s is valid in both yymm and mmyy format, print yymm. If it's valid in neither format, it's print na. It can be printed in any of the following formats: yymm, mmy, ambiguous, or both."
